,Food Name,Protein,Fat,Carbs,Sugar,Calories,cluster
296,"Juice, infant, orange or tropical, commercial",0.2,0.0,4.3,0.4,16.925,green
297,"Juice, aloe vera, commercial",0.2,0.0,0.0,0.0,0.8,green
298,"Juice, apple, commercial, added vitamin C",0.2,0.0,0.7,0.7,3.425,green
299,"Juice, apple, commercial, no added vitamin C",0.2,0.0,0.7,0.7,3.425,green
300,"Juice, apple, commercial",0.2,0.0,0.7,0.7,3.425,green
301,"Juice, apple, commercial, added vitamins C, E & folate & fibre",0.2,0.0,0.7,0.7,3.425,green
302,"Juice, apple, home squeezed",0.3,0.2,12.5,11.8,49.875,green
303,"Juice, apple, sparkling, commercial, added vitamin C",0.0,0.0,9.5,9.5,35.625,green
304,"Juice, apple, sparkling, commercial, no added vitamin C",0.0,0.0,10.3,10.3,38.625,green
305,"Juice, apple, sparkling, commercial",0.0,0.0,9.7,9.7,36.375,green
306,"Juice, apple & berries, home squeezed",0.4,0.2,11.8,11.1,47.65,green
307,"Juice, apple & blackcurrant, commercial",0.2,0.0,9.3,9.3,35.675,green
308,"Juice, apple & forest fruits, commercial",0.2,0.0,7.5,7.5,28.925,green
309,"Juice, apple & mango, commercial",0.3,0.0,7.7,7.6,30.075,green
310,"Juice, carrot, commercial",0.8,0.1,0.5,0.5,5.9750000000000005,green
311,"Juice, carrot, home squeezed",0.8,0.1,0.5,0.5,5.9750000000000005,green
312,"Juice, celery, commercial",0.6,0.1,2.2,1.2,11.55,green
313,"Juice, fruit blend, 70% apple juice & 30% orange, grape & other juices, commercial, added vitamins A, C & folate",0.3,0.0,0.7,0.7,3.825,green
314,"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added Ca & vitamin C",0.5,0.0,7.3,7.3,29.375,green
315,"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added vitamin C & folate",0.6,0.0,7.4,7.4,30.15,green
316,"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added fibre & vitamin C",0.6,0.0,7.3,7.3,29.775,green
317,"Juice, fruit blend, 60% orange juice, 20% apple juice & other juices, commercial, added vitamins A, C & E",0.6,0.0,0.7,0.7,5.025,green
318,"Juice, fruit blend, 45% orange juice & 55% apple, pineapple & other juices, commercial",0.5,0.0,6.6,6.6,26.75,green
319,"Juice, fruit blend, with added vitamin A & C & herbal extracts",0.6,0.0,7.2,7.1,29.4,green
320,"Juice, fruit blend, breakfast, commercial, not further defined",0.5,0.0,0.7,0.7,4.625,green
321,"Juice, fruit blend, home squeezed",0.7,0.1,9.8,9.4,40.45,green
322,"Juice, fruit & vegetable blend, apple, berries, beetroot & carrot, commercial",0.7,0.0,7.4,7.4,30.55,green
323,"Juice, fruit & vegetable blend, apple, carrot, mango, orange, pineapple & passionfruit, commercial, added fibre & vitamin C",0.5,0.1,6.2,6.2,26.15,green
324,"Juice, fruit & vegetable blend, home squeezed, not further defined",0.8,0.1,7.5,7.1,32.225,green
325,"Juice, goji, commercial",0.2,0.0,0.7,0.7,3.425,green
326,"Juice, grape, commercial",0.2,0.0,13.4,13.4,51.05,green
327,"Juice, grape, sparkling, white, non-alcoholic, commercial",0.2,0.0,13.7,13.7,52.175,green
328,"Juice, grape, commercial, concentrate",0.1,0.4,58.7,58.7,224.125,yellow
329,"Juice, grapefruit, commercial",0.5,0.1,0.6,0.6,5.15,green
330,"Juice, lemon, commercial",0.6,0.2,1.8,1.8,10.95,green
331,"Juice, lemon, home squeezed",0.6,0.2,1.8,1.8,10.95,green
332,"Juice, lime, commercial or home squeezed",0.8,0.2,1.2,1.2,9.5,green
333,"Juice, orange, commercial, fresh, no added vitamin C",0.8,0.0,5.4,5.4,23.45,green
334,"Juice, orange, commercial, fresh, added vitamin C",0.8,0.0,5.4,5.4,23.45,green
335,"Juice, orange, commercial, shelf stable, added vitamin C",0.7,0.0,6.3,6.3,26.425,green
336,"Juice, orange, commercial, sweetened, added vitamin C",0.6,0.0,8.2,0.8,33.15,green
337,"Juice, orange, commercial",0.8,0.0,5.8,5.8,24.95,green
338,"Juice, orange, commercial, added Ca & vitamins A, C & folate",0.8,0.0,5.4,5.4,23.45,green
339,"Juice, orange, commercial, concentrate only",0.2,0.0,27.5,26.7,103.925,green
340,"Juice, orange, home squeezed",0.1,0.1,0.8,0.8,4.3,green
341,"Juice, orange & mango, commercial",0.6,0.0,7.7,7.7,31.275,green
342,"Juice, pear, commercial",0.3,0.0,13.2,9.8,50.7,green
343,"Juice, pineapple, commercial, unsweetened",0.3,0.1,10.3,10.3,40.725,green
344,"Juice, pineapple, commercial, sweetened",0.3,0.1,12.3,12.3,48.225,green
345,"Juice, pineapple, commercial",0.3,0.1,10.7,10.7,42.225,green
346,"Juice, pomegranate, commercial",0.3,0.0,15.2,14.4,58.2,green
347,"Juice, prune, commercial",0.1,0.2,18.8,13.3,72.7,green
348,"Juice, tomato, commercial, added salt",0.7,0.0,3.3,2.3,15.175,green
349,"Juice, tomato, commercial, sweetened, added salt",0.7,0.0,4.3,3.3,18.925,green
350,"Juice, tomato, commercial",0.7,0.0,3.5,2.5,15.925,green
351,"Juice, tropical, commercial",0.4,0.1,9.7,0.9,38.875,green
352,"Juice, vegetable blend, tomato, carrot, celery & parsley, commercial",0.7,0.0,3.3,2.4,15.175,green
353,"Juice, vegetable blend, home squeezed",1.1,0.1,0.4,3.8,6.800000000000001,green
354,"Juice, wheatgrass, commercial",0.6,0.3,0.4,0.4,6.6,green
355,"Juice, fruit, commercial, not further defined",0.5,0.0,6.9,6.8,27.875,green
356,"Juice, fruit, commercial, not further defined",0.6,0.0,6.6,6.5,27.15,green
357,"Juice, vegetable, commercial, not further defined",0.7,0.0,3.5,2.6,15.925,green
358,"Juice, commercial, not further defined",0.5,0.0,6.8,6.7,27.5,green
359,"Mineral water, natural, plain or unflavoured",0.0,0.0,0.0,0.0,0.0,green
360,"Mineral water, citrus flavoured, regular",0.0,0.0,9.3,9.3,34.875,green
361,"Mineral water, non-citrus flavoured, regular",0.0,0.0,9.3,9.3,34.875,green
362,"Mineral water, flavoured, intense sweetened or diet",0.0,0.0,0.2,0.2,0.75,green
363,"Soft drink, cola flavour, regular",0.0,0.0,10.5,10.5,39.375,green
364,"Soft drink, cola flavour, regular, with ice",0.0,0.0,7.9,7.9,29.625,green
365,"Soft drink, cola flavour, regular, decaffeinated",0.0,0.0,10.5,10.5,39.375,green
366,"Soft drink, cola flavour, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
367,"Soft drink, cola flavour, intense sweetened or diet, with added ice",0.0,0.0,0.0,0.0,0.0,green
368,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",0.0,0.0,0.0,0.0,0.0,green
369,"Soft drink, creaming soda, regular",0.0,0.0,9.8,9.8,36.75,green
370,"Soft drink, creaming soda, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
371,"Soft drink, dry ginger ale or ginger beer, regular",0.0,0.0,9.8,9.8,36.75,green
372,"Soft drink, dry ginger ale or ginger beer, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
373,"Soft drink, energy drink, Hype",0.1,0.0,1.1,10.9,4.525,green
374,"Soft drink, energy drink, Monster",0.1,0.0,11.4,11.4,43.15,green
375,"Soft drink, energy drink, Mother",0.1,0.0,10.8,10.8,40.9,green
376,"Soft drink, energy drink, Red Bull",0.1,0.0,10.8,10.8,40.9,green
377,"Soft drink, energy drink, Red Eye",0.1,0.0,1.5,14.7,6.025,green
378,"Soft drink, energy drink, Rockstar",0.1,0.0,1.3,1.3,5.275,green
379,"Soft drink, energy drink, V",0.1,0.0,10.8,10.8,40.9,green
380,"Soft drink, energy drink, not further defined",0.1,0.0,10.4,10.4,39.4,green
381,"Soft drink, energy drink, intense sweetened, Red Bull",0.1,0.0,0.0,0.0,0.4,green
382,"Soft drink, energy drink, intense sweetened, V",0.1,0.0,0.0,0.0,0.4,green
383,"Soft drink, energy drink, intense sweetened, XS sugar-free",0.0,0.0,0.2,0.0,0.75,green
384,"Soft drink, grass jelly, all flavours",0.0,0.0,9.8,9.1,36.75,green
385,"Soft drink, lemon flavour, regular",0.0,0.0,9.3,9.3,34.875,green
386,"Soft drink, lemon flavour, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
387,"Soft drink, lemon, lime & bitters, regular",0.0,0.0,10.9,10.9,40.875,green
388,"Soft drink, lemonade, regular",0.0,0.0,8.3,8.3,31.125000000000004,green
389,"Soft drink, lemonade, regular, with added ice",0.0,0.0,6.2,6.2,23.25,green
390,"Soft drink, lemonade, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
391,"Soft drink, lime flavour, regular",0.0,0.0,9.3,9.3,34.875,green
392,"Soft drink, orange flavour, regular",0.0,0.0,0.9,0.9,3.375,green
393,"Soft drink, orange flavour, regular, with added ice",0.0,0.0,6.7,6.7,25.125,green
394,"Soft drink, orange flavour, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
395,"Soft drink, other fruit flavours, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
396,"Soft drink, passionfruit flavour, regular",0.0,0.0,9.8,9.8,36.75,green
397,"Soft drink, passionfruit flavour, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
398,"Soft drink, raspberry flavour, regular",0.0,0.0,9.8,9.8,36.75,green
399,"Soft drink, raspberry flavour, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
400,"Soft drink, ready to drink, added glucose & vitamin C (Lucozade)",0.0,0.0,17.9,9.1,67.125,green
401,"Soft drink, sarsaparilla, regular",0.0,0.0,10.9,10.9,40.875,green
402,"Soft drink, tea flavour, regular",0.0,0.0,11.1,11.1,41.625,green
403,"Iced tea, homemade, unsweetened",0.2,0.1,2.5,2.4,11.075,green
404,"Soft drink, tonic water, regular",0.0,0.0,8.8,8.8,33.0,green
405,"Soft drink, tonic water, intense sweetened or diet",0.0,0.0,0.0,0.0,0.0,green
406,"Soft drink, not further defined",0.0,0.0,6.8,6.8,25.5,green
407,"Soft drink, not further defined",0.0,0.0,8.1,8.1,30.375,green
408,"Soft drink, frozen, cola flavour, regular",0.0,0.0,12.7,12.7,47.625,green
409,"Soft drink, frozen, non-cola flavours, regular",0.0,0.0,12.7,12.7,47.625,green
410,"Soft drink, frozen, regular, not further defined",0.0,0.0,12.7,12.7,47.625,green
411,"Sports drink, dry powder, all flavours",0.0,0.0,93.7,64.7,351.375,yellow
412,"Sports drink, prepared from dry powder, weaker than standard dilution, all flavours",0.0,0.0,4.7,3.2,17.625,green
413,"Sports drink, ready to drink, all flavours",0.0,0.0,6.7,6.7,25.125,green
414,"Sports drink, ready to drink, sugar free, all flavours",0.1,0.0,0.1,0.0,0.775,green
415,"Tea, chai, instant dry powder",20.2,0.0,50.1,5.5,268.675,yellow
416,"Tea, chai, plain, without milk",0.1,0.1,0.0,0.0,1.3,green
417,"Tea, chai, flavoured, without milk",0.1,0.1,0.0,0.0,1.3,green
418,"Tea, green, plain, without milk",0.1,0.1,0.0,0.0,1.3,green
419,"Tea, green, flavoured, without milk",0.1,0.1,0.0,0.0,1.3,green
420,"Tea, herbal, chamomile, without milk",0.1,0.1,0.0,0.0,1.3,green
421,"Tea, herbal, lemon, without milk",0.1,0.1,0.0,0.0,1.3,green
422,"Tea, herbal, mint, without milk",0.1,0.1,0.0,0.0,1.3,green
423,"Tea, herbal, other, without milk",0.1,0.1,0.0,0.0,1.3,green
424,"Tea, jasmine, plain, without milk",0.1,0.1,0.0,0.0,1.3,green
425,"Tea, regular, black, brewed from leaf or teabags, plain, without milk",0.1,0.1,0.0,0.0,1.3,green
426,"Tea, regular, black, brewed from leaf or teabags, flavoured, without milk",0.1,0.1,0.0,0.0,1.3,green
427,"Tea, regular, white, brewed from leaf or teabags, with cows milk not further defined",0.5,0.4,0.7,0.7,8.225,green
428,"Tea, decaffeinated, black, brewed from leaf or teabags, plain, without milk",0.1,0.1,0.0,0.0,1.3,green
429,"Water, bore",0.0,0.0,0.0,0.0,0.0,green
430,"Water, bottled, still",0.0,0.0,0.0,0.0,0.0,green
431,"Water, bottled, carbonated or soda water",0.0,0.0,0.0,0.0,0.0,green
432,"Water, bottled, with added sugar, vitamins & minerals",0.0,0.0,4.4,4.4,16.5,green
433,"Water, filtered",0.0,0.0,0.0,0.0,0.0,green
434,"Water, ice",0.0,0.0,0.0,0.0,0.0,green
435,"Water, rainwater or tank water",0.0,0.0,0.0,0.0,0.0,green
436,"Water, tap",0.0,0.0,0.0,0.0,0.0,green
437,"Biscuit, savoury, corn cake, plain, salted",10.2,7.9,70.9,0.4,377.775,yellow
438,"Biscuit, savoury, corn cake, multigrain, salted",10.6,3.4,72.1,0.7,343.375,yellow
439,"Biscuit, savoury, rice cake, from brown rice, plain",8.6,3.4,8.1,0.3,95.375,green
440,"Biscuit, savoury, rice cake, from brown rice, flavoured",7.3,8.4,72.3,6.2,375.925,yellow
441,"Biscuit, savoury, rice cracker, cheese based flavours",8.9,8.4,69.8,1.6,372.95000000000005,yellow
442,"Biscuit, savoury, rice cracker, other flavours",9.6,0.5,75.3,1.7,325.275,yellow
443,"Biscuit, savoury, rice cracker, plain",9.6,0.5,75.3,1.7,325.275,yellow
444,"Biscuit, savoury, rice cracker, sour cream based flavours",9.2,0.5,72.4,1.6,312.8,yellow
445,"Biscuit, savoury, rice cracker, seaweed flavoured",9.6,2.3,75.3,1.7,341.475,yellow
446,"Biscuit, savoury, rice cracker, from brown rice, all flavours",8.2,12.6,77.8,2.5,437.95,yellow
447,"Biscuit, savoury, rice cracker, not further defined",9.4,5.4,74.6,1.7,365.95,yellow
448,"Biscuit, savoury, from white wheat flour, cheese-flavoured",1.2,24.2,56.4,3.2,434.1,yellow
449,"Biscuit, savoury, corn, crispbread, puffed & toasted",7.3,2.2,81.2,0.9,353.5,yellow
450,"Biscuit, savoury, from white wheat flour, other flavours",9.6,25.1,59.7,5.2,488.175,yellow
451,"Biscuit, savoury, from rye flour, crispbread",10.8,2.4,60.4,1.8,291.3,yellow
452,"Biscuit, savoury, from rye flour, crispbread, with added grains (buckwheat, linseed, soy, sesame)",11.2,7.2,5.6,4.9,130.6,green
453,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",1.3,0.4,74.6,1.2,288.55,yellow
454,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted, reduced fat",11.8,1.3,74.6,2.7,338.65,yellow
455,"Biscuit, savoury, from white wheat flour, plain snack cracker style",0.7,21.5,65.8,5.8,443.05,yellow
456,"Biscuit, savoury, from white wheat flour, plain snack cracker style, reduced fat",13.1,2.5,7.8,0.4,104.15,green
457,"Biscuit, savoury, from white wheat flour, flaky cracker style",10.5,20.7,63.6,3.6,466.79999999999995,yellow
458,"Biscuit, savoury, from white wheat flour, flatbread style",11.7,12.4,68.2,5.7,414.15,yellow
459,"Biscuit, savoury, from white wheat flour, Salada style",8.7,13.7,6.2,0.4,181.35,green
460,"Biscuit, savoury, from white wheat flour, Salada style, reduced fat",8.8,0.2,78.5,0.3,331.375,yellow
461,"Biscuit, savoury, from white wheat flour, stick, salted",11.8,18.5,64.2,0.5,454.45,yellow
462,"Biscuit, savoury, from white wheat flour, wafer style",10.1,0.4,78.9,5.5,339.875,yellow
463,"Biscuit, savoury, from white wheat flour, water cracker style",11.9,9.2,71.9,1.7,400.025,yellow
464,"Biscuit, savoury, from white wheat flour, plain, not further defined",0.9,16.1,66.9,3.4,399.375,yellow
465,"Biscuit, savoury, from wholemeal wheat flour",11.1,12.6,60.6,0.5,385.04999999999995,yellow
466,"Biscuit, savoury, from wholemeal wheat flour, added grains",10.8,15.6,59.9,1.8,408.225,yellow
467,"Biscuit, savoury, from wholemeal wheat flour, crispbread",9.8,9.7,63.7,1.3,365.375,yellow
468,"Biscuit, savoury, from wholemeal wheat flour, Salada style, high fibre",12.2,1.8,67.2,3.9,317.0,yellow
469,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",13.1,3.8,69.1,1.5,345.725,yellow
470,"Biscuit, savoury, rice flour, peanut cracker",8.9,27.7,55.1,6.5,491.525,yellow
471,"Biscuit, savoury, not further defined",9.8,13.5,66.6,2.8,410.44999999999993,yellow
472,"Cracker, with cheddar cheese",20.1,24.3,1.9,1.3,306.225,yellow
473,"Cracker, with cheese not further defined",18.4,24.9,19.8,0.1,371.95,yellow
474,"Snack pack, savoury, corn & rice biscuit with salsa",3.6,2.5,25.3,3.9,131.775,green
475,"Snack pack, savoury, rice cracker with reduced fat cheddar cheese",23.1,18.5,22.6,0.5,343.65,yellow
476,"Snack pack, savoury, white wheat flour biscuit with cheese",21.3,24.6,21.8,0.7,388.35,yellow
477,"Snack pack, savoury, white wheat flour biscuit with processed cheese spread",8.7,26.7,29.2,8.2,384.59999999999997,yellow
478,"Snack pack, savoury, white wheat flour biscuit with processed vegemite flavoured cheese spread",0.6,18.9,37.2,0.5,312.0,yellow
479,"Snack pack, savoury, white wheat flour biscuit with tuna",10.5,19.8,14.6,4.8,274.95000000000005,yellow
480,"Snack pack, savoury, wholemeal wheat flour biscuit with processed cheese spread",10.2,23.6,27.3,6.3,355.575,yellow
481,"Biscuit filling, cream style, chocolate flavoured, commercial",2.2,53.3,4.1,40.9,503.875,yellow
482,"Biscuit filling, cream style, vanilla flavoured, commercial",0.2,51.8,43.1,43.1,628.625,yellow
483,"Biscuit filling, icing style, vanilla flavoured, commercial",0.2,35.3,61.1,61.1,547.625,yellow
484,"Biscuit, sweet, almond spekulatius (butter almond cookie), commercial",10.3,27.7,52.7,19.8,488.125,yellow
485,"Biscuit, sweet, Anzac style, commercial",6.2,2.4,56.8,26.1,259.4,yellow
486,"Biscuit, sweet, Anzac style, homemade from basic ingredients, fat not further defined",4.8,22.5,63.8,40.7,460.95,yellow
487,"Biscuit, sweet, biscotti (almond bread), commercial",11.3,7.1,74.6,35.2,388.85,yellow
488,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial",6.3,19.4,6.5,4.4,224.17499999999998,yellow
489,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated, commercial",5.9,28.8,60.6,4.2,510.05,yellow
490,"Biscuit, sweet, Butternut Snap style, commercial",4.6,20.6,67.9,37.5,458.42500000000007,yellow
491,"Biscuit, sweet, chocolate chip, commercial",5.5,21.8,6.6,28.4,242.95000000000002,yellow
492,"Biscuit, sweet, chocolate chip, reduced fat, commercial",4.2,10.7,7.9,39.3,142.725,green
493,"Biscuit, sweet, chocolate chip, homemade from basic ingredients, fat not further defined",5.3,21.2,65.2,39.8,456.5,yellow
494,"Biscuit, sweet, chocolate chip & caramel, commercial",5.7,20.7,6.5,43.5,233.475,yellow
495,"Biscuit, sweet, chocolate chip & nut, commercial",6.5,27.4,5.5,2.5,293.225,yellow
496,"Biscuit, sweet, chocolate flavoured, commercial",6.2,17.2,65.3,23.9,424.475,yellow
497,"Biscuit, sweet, chocolate flavoured, homemade from basic ingredients, fat not further defined",6.6,18.2,61.6,32.4,421.2,yellow
498,"Biscuit, sweet, chocolate flavoured, bite-size shell, unfilled for pods recipes, commercial",5.3,5.5,8.4,42.1,102.2,green
499,"Biscuit, sweet, chocolate flavoured, bite-size shell, filled with layers of caramel & chocolate, commercial",0.6,20.1,67.5,54.2,436.425,yellow
500,"Biscuit, sweet, gluten free, chocolate flavoured with chocolate chips",3.8,24.7,60.3,32.7,463.625,yellow
501,"Biscuit, sweet, fortune cookie, commercial",0.5,4.3,82.3,40.9,349.325,yellow
502,"Biscuit, sweet, fruit-filled, commercial",4.9,5.7,72.2,48.6,341.65,yellow
503,"Biscuit, sweet, fruit-filled, commercial, reduced fat",4.3,4.9,71.5,49.7,329.425,yellow
504,"Biscuit, sweet, with dried fruit, commercial",5.4,21.8,63.4,25.5,455.55,yellow
505,"Biscuit, sweet, with dried fruit & icing, commercial",6.6,23.9,62.9,31.9,477.375,yellow
506,"Biscuit, sweet, ginger flavoured, commercial",5.3,13.2,7.1,33.2,166.625,green
507,"Biscuit, sweet, gingerbread, homemade from basic ingredients, fat not further defined, uniced",5.6,15.1,66.3,32.2,406.925,yellow
508,"Biscuit, sweet, gingerbread, homemade from basic ingredients, fat not further defined, iced",5.2,13.6,67.9,37.2,397.82500000000005,yellow
509,"Biscuit, sweet, honey jumble, homemade from basic ingredients, fat not further defined, uniced",5.1,11.3,70.6,4.1,386.85,yellow
510,"Biscuit, sweet, honey jumble, homemade from basic ingredients, fat not further defined, iced",4.7,10.1,71.7,45.1,378.575,yellow
511,"Biscuit, sweet, jam-filled, commercial",4.8,1.5,6.8,33.3,58.2,green
512,"Biscuit, sweet, jam-filled, reduced fat, commercial",5.4,7.7,78.1,40.9,383.775,yellow
513,"Biscuit, sweet, jam-filled, homemade from basic ingredients, fat not further defined",5.4,23.2,62.7,37.4,465.525,yellow
514,"Biscuit, sweet, macaron (almond based), filled",7.2,2.5,48.1,46.4,231.675,yellow
515,"Biscuit, sweet, macaroon (coconut based), commercial",5.1,25.6,57.4,35.4,466.05,yellow
516,"Biscuit, sweet, macaroon (coconut based), homemade from basic ingredients",4.7,25.8,55.6,55.3,459.5,yellow
517,"Biscuit, sweet, marshmallow filling, commercial",4.8,15.8,61.6,35.9,392.4,yellow
518,"Biscuit, sweet, marshmallow filling, chocolate-coated, commercial",4.5,16.4,66.6,44.5,415.34999999999997,yellow
